CampaignID,Accepted,Rejected,TotalLeads,IORate,Scrub,IOMaxScrub,Payout,Revenue,RevPerPost,Profit
22180,27,0,27,$2.60 ,0.00%,0.00%,$29.51 ,$70.20 ,$2.60 ,$40.69 
14180,"7,000",845,"7,845",$0.04 ,0.00%,0.00%,$0.00 ,$70.00 ,$0.01 ,$70.00 
18411,5,0,5,$14.00 ,0.00%,0.00%,$28.00 ,$70.00 ,$14.00 ,$42.00 
18755,21,0,21,$3.25 ,0.00%,0.00%,$47.88 ,$68.25 ,$3.25 ,$20.37 
19810,16,0,16,$4.25 ,0.00%,0.00%,$55.30 ,$68.00 ,$4.25 ,$12.70 
22265,104,61,165,$0.65 ,0.00%,10.00%,$0.00 ,$67.60 ,$0.41 ,$67.60 
21133,14,0,14,$5.00 ,5.00%,0.00%,$46.62 ,$66.50 ,$4.75 ,$19.88 
21902,33,0,33,$2.00 ,0.00%,0.00%,$49.20 ,$66.00 ,$2.00 ,$16.80 
21365,12,0,12,$5.50 ,0.00%,0.00%,$14.85 ,$66.00 ,$5.50 ,$51.15 
17615,34,0,34,$2.60 ,27.00%,0.00%,$45.22 ,$64.60 ,$1.90 ,$19.38 
16267,8,0,8,$8.00 ,0.00%,0.00%,$0.00 ,$64.00 ,$8.00 ,$64.00 
18587,8,0,8,$8.00 ,0.00%,0.00%,$43.60 ,$64.00 ,$8.00 ,$20.40 
22139,18,0,18,$3.50 ,0.00%,0.00%,$17.34 ,$63.00 ,$3.50 ,$45.66 
19471,3,0,3,$20.00 ,-2.20%,0.00%,$42.93 ,$61.32 ,$20.44 ,$18.39 
16372,548,"1,003","1,551",$0.12 ,10.00%,10.00%,$65.76 ,$60.28 ,$0.04 ,($5.48)
17437,"3,000",256,"3,256",$0.02 ,0.00%,10.00%,$0.00 ,$60.00 ,$0.02 ,$60.00 
20693,15,0,15,$4.00 ,0.00%,0.00%,$33.80 ,$60.00 ,$4.00 ,$26.20 
13634,5,0,5,$10.00 ,-20.00%,0.00%,$46.80 ,$60.00 ,$12.00 ,$13.20 
21475,6,0,6,$10.00 ,0.00%,0.00%,$30.00 ,$60.00 ,$10.00 ,$30.00 
19762,4,0,4,$15.00 ,0.00%,0.00%,$12.75 ,$60.00 ,$15.00 ,$47.25 
21002,4,0,4,$15.00 ,0.00%,0.00%,$0.00 ,$60.00 ,$15.00 ,$60.00 
19523,18,0,18,$3.25 ,0.00%,0.00%,$11.38 ,$58.50 ,$3.25 ,$47.12 
21297,167,117,284,$0.35 ,0.00%,10.00%,$0.00 ,$58.45 ,$0.21 ,$58.45 
21430,4,0,4,$14.50 ,0.00%,0.00%,$40.60 ,$58.00 ,$14.50 ,$17.40 
21812,38,0,38,$1.50 ,0.00%,0.00%,$39.90 ,$57.00 ,$1.50 ,$17.10 
21210,56,0,56,$1.00 ,0.00%,0.00%,$0.00 ,$56.00 ,$1.00 ,$56.00 
14634,4,0,4,$14.00 ,0.00%,0.00%,$49.00 ,$56.00 ,$14.00 ,$7.00 
18410,4,0,4,$14.00 ,0.00%,0.00%,$49.00 ,$56.00 ,$14.00 ,$7.00 
20782,2,0,2,$28.00 ,0.00%,0.00%,$0.00 ,$56.00 ,$28.00 ,$56.00 
16744,13,0,13,$4.25 ,0.00%,0.00%,$38.74 ,$55.25 ,$4.25 ,$16.51 
18707,11,0,11,$5.00 ,0.00%,0.00%,$18.75 ,$55.00 ,$5.00 ,$36.25 
19453,5,0,5,$11.00 ,0.00%,0.00%,$0.00 ,$55.00 ,$11.00 ,$55.00 
19158,3,0,3,$17.50 ,-2.15%,0.00%,$47.52 ,$53.64 ,$17.88 ,$6.12 
21650,30,0,30,$1.75 ,0.00%,0.00%,$26.85 ,$52.50 ,$1.75 ,$25.65 
19859,7,0,7,$7.00 ,-4.00%,0.00%,$39.50 ,$50.96 ,$7.28 ,$11.46 
21897,140,73,213,$0.40 ,10.00%,10.00%,$35.00 ,$50.40 ,$0.24 ,$15.40 
21289,67,37,104,$0.77 ,2.00%,10.00%,$0.00 ,$50.25 ,$0.48 ,$50.25 
19049,10,0,10,$5.00 ,0.00%,0.00%,$41.00 ,$50.00 ,$5.00 ,$9.00 
21708,33,0,33,$1.50 ,0.00%,0.00%,$34.65 ,$49.50 ,$1.50 ,$14.85 
21986,9,0,9,$5.50 ,0.00%,0.00%,$15.13 ,$49.50 ,$5.50 ,$34.37 
20081,7,0,7,$7.00 ,0.00%,0.00%,$38.50 ,$49.00 ,$7.00 ,$10.50 
16972,13,0,13,$3.10 ,-20.00%,0.00%,$33.80 ,$48.36 ,$3.72 ,$14.56 
16244,3,0,3,$16.00 ,0.00%,0.00%,$33.60 ,$48.00 ,$16.00 ,$14.40 
18098,3,0,3,$16.00 ,0.00%,0.00%,$33.60 ,$48.00 ,$16.00 ,$14.40 
18515,3,0,3,$16.00 ,0.00%,0.00%,$0.00 ,$48.00 ,$16.00 ,$48.00 
19623,10,0,10,$3.20 ,-46.00%,0.00%,$32.42 ,$46.70 ,$4.67 ,$14.28 
19714,68,39,107,$0.75 ,10.00%,10.00%,$0.00 ,$46.24 ,$0.43 ,$46.24 
22319,27,0,27,$1.70 ,0.00%,0.00%,$33.84 ,$45.90 ,$1.70 ,$12.06 
13805,"1,500",631,"2,131",$0.10 ,0.00%,0.00%,$9.40 ,$45.00 ,$0.02 ,$35.60 
19441,10,0,10,$4.50 ,0.00%,0.00%,$31.50 ,$45.00 ,$4.50 ,$13.50 
21224,22,0,22,$2.00 ,0.00%,0.00%,$30.80 ,$44.00 ,$2.00 ,$13.20 
21034,8,0,8,$5.34 ,0.00%,0.00%,$29.92 ,$42.72 ,$5.34 ,$12.80 
22305,3,0,3,$14.00 ,0.00%,0.00%,$0.00 ,$42.00 ,$14.00 ,$42.00 
16643,2,0,2,$19.50 ,-5.30%,0.00%,$33.87 ,$41.06 ,$20.53 ,$7.19 
12731,"2,000",289,"2,289",$0.15 ,0.00%,0.00%,$20.55 ,$40.00 ,$0.02 ,$19.45 
14564,16,0,16,$2.50 ,0.00%,0.00%,$9.65 ,$40.00 ,$2.50 ,$30.35 
20692,8,0,8,$5.00 ,0.00%,0.00%,$35.00 ,$40.00 ,$5.00 ,$5.00 
22295,4,0,4,$10.00 ,0.00%,0.00%,$10.00 ,$40.00 ,$10.00 ,$30.00 
21783,2,0,2,$20.00 ,0.00%,0.00%,$0.00 ,$40.00 ,$20.00 ,$40.00 
21822,2,0,2,$20.00 ,0.00%,0.00%,$0.00 ,$40.00 ,$20.00 ,$40.00 
22048,2,0,2,$20.00 ,0.00%,0.00%,$0.00 ,$40.00 ,$20.00 ,$40.00 
22049,2,0,2,$20.00 ,0.00%,0.00%,$0.00 ,$40.00 ,$20.00 ,$40.00 
19820,105,94,199,$0.45 ,15.00%,10.00%,$47.25 ,$39.90 ,$0.20 ,($7.35)
22266,10,0,10,$3.90 ,0.00%,0.00%,$26.33 ,$39.00 ,$3.90 ,$12.67 
18544,22,0,22,$1.75 ,0.00%,0.00%,$14.08 ,$38.50 ,$1.75 ,$24.42 
18412,2,0,2,$10.00 ,-90.00%,0.00%,$26.60 ,$38.00 ,$19.00 ,$11.40 
13730,"3,783",0,"3,783",$0.07 ,90.00%,79.00%,$41.93 ,$37.83 ,$0.01 ,($4.10)
17827,6,0,6,$6.00 ,-4.00%,0.00%,$31.11 ,$37.44 ,$6.24 ,$6.33 
22179,"3,742",0,"3,742",$0.01 ,0.00%,10.00%,$0.00 ,$37.42 ,$0.01 ,$37.42 
19673,8,0,8,$3.20 ,-46.00%,0.00%,$26.09 ,$37.36 ,$4.67 ,$11.27 
21322,20,0,20,$1.85 ,0.00%,0.00%,$0.00 ,$37.00 ,$1.85 ,$37.00 
14667,"3,635",710,"4,345",$0.00 ,0.00%,0.00%,$0.00 ,$36.35 ,$0.01 ,$36.35 
22009,24,0,24,$1.50 ,0.00%,0.00%,$21.56 ,$36.00 ,$1.50 ,$14.44 
19220,3,0,3,$12.00 ,0.00%,0.00%,$25.20 ,$36.00 ,$12.00 ,$10.80 
18942,2,0,2,$20.00 ,10.50%,0.00%,$40.00 ,$35.80 ,$17.90 ,($4.20)
21770,7,0,7,$5.00 ,0.00%,0.00%,$29.00 ,$35.00 ,$5.00 ,$6.00 
22255,17,0,17,$2.00 ,0.00%,0.00%,$23.80 ,$34.00 ,$2.00 ,$10.20 
14020,2,0,2,$17.00 ,0.00%,0.00%,$34.00 ,$34.00 ,$17.00 ,$0.00 
17970,67,130,197,$0.50 ,0.00%,0.00%,$33.50 ,$33.50 ,$0.17 ,$0.00 
16957,11,0,11,$2.25 ,-34.00%,0.00%,$23.65 ,$33.01 ,$3.00 ,$9.36 
21008,22,0,22,$1.50 ,0.00%,0.00%,$15.09 ,$33.00 ,$1.50 ,$17.91 
21758,16,0,16,$2.00 ,0.00%,0.00%,$7.60 ,$32.00 ,$2.00 ,$24.40 
19050,8,0,8,$4.00 ,0.00%,0.00%,$3.40 ,$32.00 ,$4.00 ,$28.60 
17874,2,0,2,$16.00 ,0.00%,0.00%,$32.00 ,$32.00 ,$16.00 ,$0.00 
17875,2,0,2,$16.00 ,0.00%,0.00%,$22.40 ,$32.00 ,$16.00 ,$9.60 
21488,17,0,17,$1.85 ,0.00%,0.00%,$0.00 ,$31.45 ,$1.85 ,$31.45 
16441,5,0,5,$6.00 ,0.00%,0.00%,$0.00 ,$30.00 ,$6.00 ,$30.00 
21275,3,0,3,$10.00 ,0.00%,0.00%,$21.00 ,$30.00 ,$10.00 ,$9.00 
18761,2,0,2,$15.00 ,0.00%,0.00%,$11.25 ,$30.00 ,$15.00 ,$18.75 
18568,9,0,9,$3.00 ,-7.00%,0.00%,$20.25 ,$28.89 ,$3.21 ,$8.64 
13919,118,73,191,$0.35 ,13.00%,10.00%,$0.00 ,$28.39 ,$0.15 ,$28.39 
18319,8,0,8,$3.50 ,0.00%,0.00%,$17.50 ,$28.00 ,$3.50 ,$10.50 
16326,2,0,2,$14.00 ,0.00%,0.00%,$14.00 ,$28.00 ,$14.00 ,$14.00 
17232,2,0,2,$20.00 ,30.50%,0.00%,$19.46 ,$27.80 ,$13.90 ,$8.34 
22283,9,0,9,$3.00 ,0.00%,0.00%,$2.55 ,$27.00 ,$3.00 ,$24.45 
22312,4,0,4,$6.75 ,0.00%,0.00%,$24.98 ,$27.00 ,$6.75 ,$2.02 
21677,13,0,13,$2.00 ,0.00%,0.00%,$19.40 ,$26.00 ,$2.00 ,$6.60 
21905,13,0,13,$2.00 ,0.00%,0.00%,$18.20 ,$26.00 ,$2.00 ,$7.80 
20789,11,0,11,$2.00 ,-16.00%,0.00%,$17.82 ,$25.52 ,$2.32 ,$7.70 
20481,17,0,17,$1.50 ,0.00%,0.00%,$6.00 ,$25.50 ,$1.50 ,$19.50 
20045,"1,266",182,"1,448",$0.13 ,85.00%,10.00%,$164.58 ,$25.32 ,$0.02 ,($139.26)
18353,1,0,1,$35.00 ,28.50%,0.00%,$17.52 ,$25.03 ,$25.03 ,$7.51 
21804,14,0,14,$1.75 ,0.00%,0.00%,$17.22 ,$24.50 ,$1.75 ,$7.28 
22154,22,0,22,$1.10 ,0.00%,0.00%,$0.00 ,$24.20 ,$1.10 ,$24.20 
18331,6,0,6,$1.00 ,-300.00%,0.00%,$6.40 ,$24.00 ,$4.00 ,$17.60 
21443,8,0,8,$3.00 ,0.00%,0.00%,$3.00 ,$24.00 ,$3.00 ,$21.00 
20192,6,0,6,$4.00 ,0.00%,0.00%,$6.00 ,$24.00 ,$4.00 ,$18.00 
21550,4,0,4,$6.00 ,0.00%,0.00%,$3.60 ,$24.00 ,$6.00 ,$20.40 
17060,3,0,3,$8.00 ,0.00%,0.00%,$6.00 ,$24.00 ,$8.00 ,$18.00 
17944,3,0,3,$8.00 ,0.00%,0.00%,$22.00 ,$24.00 ,$8.00 ,$2.00 
21164,3,0,3,$8.00 ,0.00%,0.00%,$19.20 ,$24.00 ,$8.00 ,$4.80 
16278,2,0,2,$11.50 ,0.00%,0.00%,$16.10 ,$23.00 ,$11.50 ,$6.90 
18668,2,0,2,$11.50 ,0.00%,0.00%,$16.10 ,$23.00 ,$11.50 ,$6.90 
21701,13,0,13,$1.75 ,0.00%,0.00%,$15.99 ,$22.75 ,$1.75 ,$6.76 
22059,13,0,13,$1.75 ,0.00%,0.00%,$19.11 ,$22.75 ,$1.75 ,$3.64 
21702,15,0,15,$1.50 ,0.00%,0.00%,$15.75 ,$22.50 ,$1.50 ,$6.75 
19372,11,0,11,$2.60 ,22.00%,0.00%,$3.04 ,$22.33 ,$2.03 ,$19.29 
22155,11,0,11,$2.00 ,0.00%,0.00%,$0.00 ,$22.00 ,$2.00 ,$22.00 
20064,14,0,14,$1.50 ,0.00%,0.00%,$12.00 ,$21.00 ,$1.50 ,$9.00 
18425,6,0,6,$3.50 ,0.00%,0.00%,$3.50 ,$21.00 ,$3.50 ,$17.50 
22292,12,0,12,$1.70 ,0.00%,0.00%,$8.50 ,$20.40 ,$1.70 ,$11.90 
18370,4,0,4,$5.00 ,0.00%,0.00%,$14.00 ,$20.00 ,$5.00 ,$6.00 
21819,1,0,1,$20.00 ,0.00%,0.00%,$0.00 ,$20.00 ,$20.00 ,$20.00 
2644,222,13,235,$0.10 ,9.00%,0.00%,$0.00 ,$19.98 ,$0.09 ,$19.98 
21543,13,0,13,$1.50 ,0.00%,0.00%,$8.63 ,$19.50 ,$1.50 ,$10.87 
21651,13,0,13,$1.50 ,0.00%,0.00%,$0.00 ,$19.50 ,$1.50 ,$19.50 
21706,13,0,13,$1.50 ,0.00%,0.00%,$13.65 ,$19.50 ,$1.50 ,$5.85 
21813,13,0,13,$1.50 ,0.00%,0.00%,$13.65 ,$19.50 ,$1.50 ,$5.85 
18562,1,0,1,$20.00 ,3.30%,0.00%,$20.00 ,$19.34 ,$19.34 ,($0.66)
21559,11,0,11,$1.75 ,0.00%,0.00%,$13.53 ,$19.25 ,$1.75 ,$5.72 
20545,4,0,4,$4.75 ,0.00%,0.00%,$11.87 ,$19.00 ,$4.75 ,$7.13 
21984,8,0,8,$2.30 ,0.00%,0.00%,$13.57 ,$18.40 ,$2.30 ,$4.83 
21809,12,0,12,$1.50 ,0.00%,0.00%,$12.60 ,$18.00 ,$1.50 ,$5.40 
17980,3,0,3,$6.00 ,0.00%,0.00%,$14.10 ,$18.00 ,$6.00 ,$3.90 
22113,38,22,60,$0.55 ,15.00%,10.00%,$0.00 ,$17.86 ,$0.30 ,$17.86 
19980,883,49,932,$0.02 ,0.00%,10.00%,$8.83 ,$17.66 ,$0.02 ,$8.83 
18968,7,0,7,$2.50 ,0.00%,0.00%,$13.75 ,$17.50 ,$2.50 ,$3.75 
21417,7,0,7,$2.50 ,0.00%,0.00%,$10.00 ,$17.50 ,$2.50 ,$7.50 
19536,4,0,4,$4.25 ,0.00%,0.00%,$11.92 ,$17.00 ,$4.25 ,$5.08 
21808,11,0,11,$1.50 ,0.00%,0.00%,$11.55 ,$16.50 ,$1.50 ,$4.95 
18032,6,0,6,$2.75 ,0.00%,0.00%,$15.95 ,$16.50 ,$2.75 ,$0.55 
19744,15,13,28,$1.07 ,0.00%,10.00%,$16.05 ,$16.05 ,$0.57 ,$0.00 
22027,8,0,8,$2.00 ,0.00%,0.00%,$2.00 ,$16.00 ,$2.00 ,$14.00 
22257,8,0,8,$2.00 ,0.00%,0.00%,$12.40 ,$16.00 ,$2.00 ,$3.60 
18517,2,0,2,$8.00 ,0.00%,0.00%,$10.80 ,$16.00 ,$8.00 ,$5.20 
22044,2,0,2,$8.00 ,0.00%,0.00%,$0.00 ,$16.00 ,$8.00 ,$16.00 
21817,4,0,4,$10.00 ,60.00%,99.00%,$40.00 ,$16.00 ,$4.00 ,($24.00)
16358,1,0,1,$16.00 ,0.00%,0.00%,$11.20 ,$16.00 ,$16.00 ,$4.80 
17872,1,0,1,$16.00 ,0.00%,0.00%,$11.20 ,$16.00 ,$16.00 ,$4.80 
18518,1,0,1,$16.00 ,0.00%,0.00%,$13.60 ,$16.00 ,$16.00 ,$2.40 
15826,2,0,2,$8.00 ,3.00%,0.00%,$16.00 ,$15.52 ,$7.76 ,($0.48)
21343,45,0,45,$0.34 ,0.00%,0.00%,$0.00 ,$15.30 ,$0.34 ,$15.30 
21987,5,0,5,$3.00 ,0.00%,0.00%,$13.50 ,$15.00 ,$3.00 ,$1.50 
21816,15,0,15,$10.00 ,90.00%,0.00%,$42.40 ,$15.00 ,$1.00 ,($27.40)
19123,1,0,1,$15.00 ,0.00%,0.00%,$10.50 ,$15.00 ,$15.00 ,$4.50 
19410,1,0,1,$15.00 ,0.00%,0.00%,$0.00 ,$15.00 ,$15.00 ,$15.00 
22053,1,0,1,$14.50 ,0.00%,0.00%,$0.00 ,$14.50 ,$14.50 ,$14.50 
20604,8,0,8,$1.80 ,0.00%,0.00%,$3.06 ,$14.40 ,$1.80 ,$11.34 
20498,8,0,8,$1.75 ,0.00%,0.00%,$7.71 ,$14.00 ,$1.75 ,$6.29 
18756,7,0,7,$2.00 ,0.00%,0.00%,$9.80 ,$14.00 ,$2.00 ,$4.20 
20566,7,0,7,$2.00 ,0.00%,0.00%,$6.50 ,$14.00 ,$2.00 ,$7.50 
16183,150,29,179,$0.27 ,10.00%,10.00%,$40.50 ,$13.50 ,$0.08 ,($27.00)
20414,9,0,9,$1.50 ,0.00%,0.00%,$8.18 ,$13.50 ,$1.50 ,$5.32 
21490,22,0,22,$0.61 ,0.00%,0.00%,$0.00 ,$13.42 ,$0.61 ,$13.42 
18086,7,0,7,$1.90 ,0.00%,0.00%,$9.31 ,$13.30 ,$1.90 ,$3.99 
15993,2,0,2,$6.50 ,0.00%,0.00%,$9.10 ,$13.00 ,$6.50 ,$3.90 
21441,2,0,2,$6.50 ,0.00%,0.00%,$13.00 ,$13.00 ,$6.50 ,$0.00 
21299,1,0,1,$215.00 ,94.00%,0.00%,$10.97 ,$12.90 ,$12.90 ,$1.93 
19539,3,0,3,$4.25 ,0.00%,0.00%,$8.94 ,$12.75 ,$4.25 ,$3.81 
21342,24,0,24,$0.53 ,0.00%,0.00%,$0.00 ,$12.72 ,$0.53 ,$12.72 
18606,4,0,4,$3.00 ,0.00%,0.00%,$0.00 ,$12.00 ,$3.00 ,$12.00 
22168,4,0,4,$3.00 ,0.00%,0.00%,$9.00 ,$12.00 ,$3.00 ,$3.00 
20554,3,0,3,$4.00 ,0.00%,0.00%,$6.80 ,$12.00 ,$4.00 ,$5.20 
19219,1,0,1,$12.00 ,0.00%,0.00%,$8.40 ,$12.00 ,$12.00 ,$3.60 
21340,54,0,54,$0.22 ,0.00%,0.00%,$0.00 ,$11.88 ,$0.22 ,$11.88 
16250,191,125,316,$0.18 ,65.00%,15.00%,$34.38 ,$11.46 ,$0.04 ,($22.92)
17965,281,870,"1,151",$0.08 ,55.00%,55.00%,$0.00 ,$11.24 ,$0.01 ,$11.24 
18878,5,0,5,$2.20 ,0.00%,0.00%,$7.70 ,$11.00 ,$2.20 ,$3.30 
21619,2,0,2,$5.50 ,0.00%,0.00%,$11.00 ,$11.00 ,$5.50 ,$0.00 
21557,7,0,7,$1.50 ,0.00%,0.00%,$7.35 ,$10.50 ,$1.50 ,$3.15 
21640,3,0,3,$3.50 ,0.00%,0.00%,$0.00 ,$10.50 ,$3.50 ,$10.50 
22197,21,0,21,$5.00 ,90.00%,0.00%,$21.84 ,$10.50 ,$0.50 ,($11.34)
21307,5,0,5,$2.00 ,0.00%,0.00%,$0.00 ,$10.00 ,$2.00 ,$10.00 
21828,5,0,5,$2.00 ,0.00%,0.00%,$7.00 ,$10.00 ,$2.00 ,$3.00 
18574,1,0,1,$10.00 ,0.00%,0.00%,$0.00 ,$10.00 ,$10.00 ,$10.00 
20681,1,0,1,$10.00 ,0.00%,0.00%,$6.00 ,$10.00 ,$10.00 ,$4.00 
20761,1,0,1,$10.00 ,0.00%,0.00%,$0.00 ,$10.00 ,$10.00 ,$10.00 
21272,1,0,1,$10.00 ,0.00%,0.00%,$7.00 ,$10.00 ,$10.00 ,$3.00 
11661,1,0,1,$10.00 ,3.00%,0.00%,$10.00 ,$9.70 ,$9.70 ,($0.30)
14402,1,0,1,$9.50 ,5.00%,0.00%,$9.50 ,$9.03 ,$9.03 ,($0.47)
19095,6,0,6,$1.50 ,0.00%,0.00%,$2.10 ,$9.00 ,$1.50 ,$6.90 
12386,3,0,3,$3.00 ,0.00%,0.00%,$7.20 ,$9.00 ,$3.00 ,$1.80 
19454,1,0,1,$9.00 ,0.00%,0.00%,$0.00 ,$9.00 ,$9.00 ,$9.00 
22112,1,0,1,$10.00 ,10.00%,0.00%,$6.75 ,$9.00 ,$9.00 ,$2.25 
21989,5,0,5,$1.75 ,0.00%,0.00%,$6.15 ,$8.75 ,$1.75 ,$2.60 
22010,5,0,5,$1.75 ,0.00%,0.00%,$6.15 ,$8.75 ,$1.75 ,$2.60 
19834,2,0,2,$4.37 ,0.00%,0.00%,$0.00 ,$8.74 ,$4.37 ,$8.74 
13035,870,3,873,$0.05 ,0.00%,0.00%,$0.00 ,$8.70 ,$0.01 ,$8.70 
19578,4,0,4,$2.10 ,0.00%,0.00%,$3.16 ,$8.40 ,$2.10 ,$5.24 
21479,2,0,2,$4.20 ,0.00%,0.00%,$5.88 ,$8.40 ,$4.20 ,$2.52 
18899,4,0,4,$2.00 ,0.00%,0.00%,$1.70 ,$8.00 ,$2.00 ,$6.30 
21678,4,0,4,$2.00 ,0.00%,0.00%,$5.60 ,$8.00 ,$2.00 ,$2.40 
22320,2,0,2,$4.00 ,0.00%,0.00%,$8.00 ,$8.00 ,$4.00 ,$0.00 
13475,1,0,1,$8.00 ,1.00%,0.00%,$5.94 ,$7.92 ,$7.92 ,$1.98 
18446,4,0,4,$3.00 ,35.00%,0.00%,$5.48 ,$7.80 ,$1.95 ,$2.32 
21712,5,0,5,$1.50 ,0.00%,0.00%,$5.25 ,$7.50 ,$1.50 ,$2.25 
19508,3,0,3,$2.50 ,0.00%,0.00%,$5.00 ,$7.50 ,$2.50 ,$2.50 
19858,1,0,1,$7.00 ,-4.50%,0.00%,$5.12 ,$7.32 ,$7.32 ,$2.20 
21424,22,0,22,$0.33 ,0.00%,0.00%,$0.00 ,$7.26 ,$0.33 ,$7.26 
21338,55,0,55,$0.13 ,0.00%,0.00%,$0.00 ,$7.15 ,$0.13 ,$7.15 
16924,4,0,4,$1.75 ,0.00%,0.00%,$2.46 ,$7.00 ,$1.75 ,$4.54 
22310,2,0,2,$3.50 ,0.00%,0.00%,$7.00 ,$7.00 ,$3.50 ,$0.00 
20784,7,0,7,$0.95 ,0.00%,0.00%,$0.00 ,$6.65 ,$0.95 ,$6.65 
21263,1,0,1,$6.50 ,0.00%,0.00%,$0.00 ,$6.50 ,$6.50 ,$6.50 
19929,4,0,4,$1.50 ,0.00%,0.00%,$4.20 ,$6.00 ,$1.50 ,$1.80 
21317,4,0,4,$1.50 ,0.00%,0.00%,$3.00 ,$6.00 ,$1.50 ,$3.00 
19431,3,0,3,$2.00 ,0.00%,0.00%,$3.50 ,$6.00 ,$2.00 ,$2.50 
22253,3,0,3,$2.00 ,0.00%,0.00%,$4.20 ,$6.00 ,$2.00 ,$1.80 
21814,2,0,2,$3.00 ,0.00%,0.00%,$6.00 ,$6.00 ,$3.00 ,$0.00 
20592,1,0,1,$6.00 ,0.00%,0.00%,$0.00 ,$6.00 ,$6.00 ,$6.00 
20776,6,0,6,$0.96 ,0.00%,0.00%,$0.00 ,$5.76 ,$0.96 ,$5.76 
22282,1,0,1,$5.50 ,0.00%,0.00%,$5.50 ,$5.50 ,$5.50 ,$0.00 
22082,2,0,2,$2.70 ,0.00%,0.00%,$5.40 ,$5.40 ,$2.70 ,$0.00 
21560,3,0,3,$1.75 ,0.00%,0.00%,$3.06 ,$5.25 ,$1.75 ,$2.19 
21586,1,0,1,$5.25 ,0.00%,0.00%,$4.46 ,$5.25 ,$5.25 ,$0.79 
21576,2,0,2,$2.50 ,0.00%,0.00%,$1.88 ,$5.00 ,$2.50 ,$3.12 
20543,1,0,1,$5.00 ,0.00%,0.00%,$0.00 ,$5.00 ,$5.00 ,$5.00 
22164,1,0,1,$5.00 ,0.00%,0.00%,$0.00 ,$5.00 ,$5.00 ,$5.00 
18006,3,0,3,$1.50 ,0.00%,0.00%,$1.28 ,$4.50 ,$1.50 ,$3.22 
21544,3,0,3,$1.50 ,0.00%,0.00%,$0.00 ,$4.50 ,$1.50 ,$4.50 
21705,3,0,3,$1.50 ,0.00%,0.00%,$3.15 ,$4.50 ,$1.50 ,$1.35 
21806,3,0,3,$1.50 ,0.00%,0.00%,$3.15 ,$4.50 ,$1.50 ,$1.35 
20083,1,0,1,$4.50 ,0.00%,0.00%,$3.15 ,$4.50 ,$4.50 ,$1.35 
12346,445,0,445,$0.04 ,0.00%,0.00%,$0.00 ,$4.45 ,$0.01 ,$4.45 
19083,4,0,4,$1.00 ,0.00%,0.00%,$0.00 ,$4.00 ,$1.00 ,$4.00 
19398,4,0,4,$1.00 ,0.00%,0.00%,$0.00 ,$4.00 ,$1.00 ,$4.00 
21824,2,0,2,$2.00 ,0.00%,0.00%,$2.80 ,$4.00 ,$2.00 ,$1.20 
22122,2,0,2,$2.00 ,0.00%,0.00%,$0.00 ,$4.00 ,$2.00 ,$4.00 
20780,24,0,24,$0.16 ,0.00%,0.00%,$0.00 ,$3.84 ,$0.16 ,$3.84 
18787,1,0,1,$2.60 ,-44.20%,0.00%,$2.60 ,$3.75 ,$3.75 ,$1.15 
21257,9,0,9,$0.40 ,0.00%,0.00%,$0.00 ,$3.60 ,$0.40 ,$3.60 
20550,1,0,1,$3.50 ,0.00%,0.00%,$0.00 ,$3.50 ,$3.50 ,$3.50 
20786,7,0,7,$0.45 ,0.00%,0.00%,$0.00 ,$3.15 ,$0.45 ,$3.15 
20734,6,0,6,$0.40 ,-30.00%,0.00%,$2.20 ,$3.12 ,$0.52 ,$0.92 
14858,2,0,2,$1.50 ,0.00%,0.00%,$2.10 ,$3.00 ,$1.50 ,$0.90 
20024,2,0,2,$1.50 ,0.00%,0.00%,$0.00 ,$3.00 ,$1.50 ,$3.00 
18620,1,0,1,$3.00 ,0.00%,0.00%,$2.10 ,$3.00 ,$3.00 ,$0.90 
21584,1,0,1,$3.00 ,0.00%,0.00%,$2.10 ,$3.00 ,$3.00 ,$0.90 
21996,1,0,1,$3.00 ,0.00%,0.00%,$3.00 ,$3.00 ,$3.00 ,$0.00 
22309,1,0,1,$3.00 ,0.00%,0.00%,$0.00 ,$3.00 ,$3.00 ,$3.00 
21552,1,0,1,$2.95 ,0.00%,0.00%,$2.21 ,$2.95 ,$2.95 ,$0.74 
18155,1,0,1,$2.90 ,0.00%,0.00%,$1.74 ,$2.90 ,$2.90 ,$1.16 
20766,5,0,5,$0.57 ,0.00%,0.00%,$0.00 ,$2.85 ,$0.57 ,$2.85 
22085,1,0,1,$2.80 ,0.00%,0.00%,$0.00 ,$2.80 ,$2.80 ,$2.80 
16783,9,0,9,$30.00 ,99.10%,0.00%,$0.00 ,$2.43 ,$0.27 ,$2.43 
21375,1,0,1,$2.00 ,0.00%,0.00%,$0.00 ,$2.00 ,$2.00 ,$2.00 
21413,1,0,1,$2.00 ,0.00%,0.00%,$2.00 ,$2.00 ,$2.00 ,$0.00 
22097,1,0,1,$2.00 ,0.00%,0.00%,$1.40 ,$2.00 ,$2.00 ,$0.60 
22177,1,0,1,$2.00 ,0.00%,0.00%,$1.40 ,$2.00 ,$2.00 ,$0.60 
22196,4,0,4,$5.00 ,90.00%,0.00%,$5.35 ,$2.00 ,$0.50 ,($3.35)
22170,181,0,181,$0.01 ,0.00%,10.00%,$0.00 ,$1.81 ,$0.01 ,$1.81 
